-6.462846743593739340e+00,-5.589794016265888565e+00,9.027255067596529514e+00,-4.823911343071505264e-01,2.265233801287864779e-01,3.493548818187492966e+00,-1.723409831250486857e+00,7.644854454724920423e+00,-2.728640348435199314e+00,-1.781262146850655093e+00
-3.791647291177864254e+00,-3.324127917871021243e+00,1.126663624725706114e+01,-5.686253489829878660e+00,-2.689775160865119918e+00,2.967058113917946827e+00,5.381089967369763194e-01,8.129237841683853105e+00,-1.793080751054845656e+00,-3.566919718077123491e+00
7.136414977738606780e+00,2.606379595773793412e+00,5.127095438168108643e+00,-4.559329349607587289e+00,2.878403451124317947e+00,5.755485291614824028e+00,-6.370012116329296425e+00,9.407350416645673619e+00,7.695431089146463677e+00,-3.167860315912141900e+00
5.061586657773970543e+00,-2.917957363191631348e+00,5.981912449726548786e+00,9.527084780374545758e+00,9.161275125156924659e+00,8.907228213102657222e+00,-1.107459111762256398e+01,-8.507317012448410765e+00,1.117535204402035021e+01,2.507895898014655067e+00
-5.339912823810079701e+00,1.081847693688935230e+01,-1.787829383203359601e+00,7.806010796129716489e-01,-6.404881511255489990e+00,8.112895583705899583e+00,3.576229837326661443e+00,-2.621894848281941304e+00,-1.042086138976379583e+00,1.134262568590089337e+00
-8.133433966266260029e+00,9.107495196973133034e+00,3.267303961397574952e+00,3.316259070890112959e-01,-6.332419475519640351e+00,7.015960891759691620e+00,2.806374144966191864e+00,-3.862499857372658330e+00,7.790466991391167273e-01,-1.108387659855393670e+00
1.055405433844618202e+01,-7.784017869518107702e+00,3.706295473074090907e+00,6.939894296756802028e+00,-4.277136246671319419e+00,-5.418678573300155676e+00,5.371918923023912384e+00,9.043628618774265604e+00,8.067598899352988795e+00,1.753535696362869878e+00
-1.001894911780586739e+01,-1.219031534183147691e+00,6.692811171840467921e+00,-4.147576379135961666e+00,-4.875677066431127749e-01,-2.615875403031209245e-02,1.246576295864762596e+00,9.244121331864478819e-01,-1.900713912446178600e-01,-6.597448628279342309e+00
-5.585644187039242148e+00,-5.264482835318077925e+00,7.072000044406999919e+00,-4.604975419155403316e+00,-4.443589740691990642e+00,2.982666162849765712e+00,-1.953576391753222730e+00,8.798049150339950941e+00,-1.941051899794249636e+00,-2.300168770218641967e+00
9.105002905480485964e-01,5.114819809447798349e+00,-3.982980782192820257e+00,-2.915154925343684589e+00,7.891762934749012359e+00,1.081306185335365910e+01,-6.207639039320211438e+00,-9.399315279721630390e+00,9.217452251555981135e+00,-5.996073192058138934e-01
-3.301095506442808691e+00,-1.101463039352271878e+01,3.157838110284036937e+00,-1.104355001805146230e+01,4.224672507872432980e+00,4.020541597806616352e+00,1.053406604835675608e+00,7.041159217199805198e+00,-1.395196664300875078e+00,7.681804739571596485e+00
-4.340111778884343074e+00,-1.054129460323601819e+01,8.727244625938892497e+00,-5.606658590445239732e+00,-7.167865839311773346e-01,3.274466139537210108e+00,-1.508246021895492950e+00,6.017488464310956964e+00,-1.422660743683053841e+00,-2.726172338370733250e+00
2.075885617751423329e+00,-3.061101420163035769e+00,3.167133279513324240e+00,-9.598957512914376267e+00,-3.010595891488039744e+00,7.302639483352137972e+00,2.921189872631600348e+00,-7.214976101130560870e+00,7.303053368952340030e+00,-4.733689639186229314e+00
-8.883094870543883914e-02,7.210688975221395403e+00,-8.731282359530169401e+00,-2.722302105732494759e+00,4.090798006362365236e+00,7.944313126259865854e+00,-5.175652528478763337e+00,-7.374285877839862557e+00,9.687777574455816776e+00,4.259250184661052430e+00
5.479326087892012254e+00,1.142416066953439779e+00,7.267866056032968203e+00,-4.477263826093229593e-01,-1.803449048051412262e+00,2.393343719056178820e+00,-5.591623670208423214e+00,8.004555578639093838e+00,6.558792406924508711e+00,-3.490764049958416493e+00
3.364117474790167428e+00,2.108417608377175512e+00,-2.375438501827785487e+00,1.282124575912366282e+00,-9.774622209056648359e+00,5.190993358966741411e+00,-3.283560474295451836e+00,-1.215529573862463941e+01,-7.457142226502839755e-01,-5.294692203333664082e+00
-4.822788790389841651e+00,-7.142922574328697038e+00,8.379967532559522425e+00,-2.097924107748497580e+00,-1.769972955529321101e+00,4.412818411425576848e+00,-3.467953086825202202e+00,7.762096071062011049e+00,-2.503143257215080908e+00,1.093409516450284169e+00
3.562444887022840678e+00,5.362952876786602374e+00,-4.603490465101688356e-01,-5.124486317529237667e+00,-6.425616307255631376e+00,2.658338488874468553e+00,-5.414808522632978516e+00,-5.389489713504483248e+00,-5.184279375405759893e+00,-5.330242033405720115e+00
6.399163862243379519e+00,5.103938259219589213e+00,7.978504943549236117e-01,-1.319292012910878054e+00,-4.855919891773385899e-02,9.430147382339157502e+00,-1.123783478451596274e+01,5.935375591835738263e+00,6.009570798665301972e+00,-9.547845412977080670e-01
