-315.83,-825.077,234.252,1
624.302,638.946,718.304,4
593.149,641.615,727.88,4
616.469,611.22,725.869,4
-304.321,-779.389,331.963,3
-267.16,-763.596,273.46,3
-259.231,-713.066,240.527,3
-344.526,-743.553,234.868,3
-235.361,38.1673,-847.046,2
-343.22,-823.855,284.992,3
-266.25,-739.674,306.223,3
-264.287,60.2321,-879.262,2
-250.048,-723.536,265.559,3
-273.496,-729.653,268.721,3
-276.652,-819.279,149.515,1
-244.289,5.45049,-904.525,2
-345.633,-762.05,193.759,1
-250.545,30.8208,-898.188,2
-233.426,611.856,604.828,0
-375.21,591.045,643.155,0
647.43,578.317,756.179,4
-302.071,554.954,699.799,0
-312.352,-762.434,347.578,3
-269.558,-765.437,270.875,3
-284.709,-736.038,295.948,3
581.177,661.827,735.335,4
-290.033,48.6358,-899.854,2
-295.522,620.788,653.749,0
-324.221,581.131,619.444,0
575.121,604.103,700.697,4
-383.164,549.922,718.408,0
-271.557,-2.75111,-832.104,2
-197.69,-882.753,168.19,1
655.592,612.236,759.469,4
-301.314,-689.838,329.531,3
-312.759,-734.155,160.026,1
-296.616,-803.254,244.15,3
-330.34,500.497,621.371,0
-320.414,16.1544,-919.545,2
559.708,560.204,736.937,4
-283.554,-754.545,226.806,3
-310.907,-816.323,150.213,1
557.487,666.194,781.288,4
667.48,581.85,734.041,4
-252.403,600.314,591.813,0
654.318,662.942,754.436,4
-369.374,-703.089,122.146,1
-249.112,-810.333,186.235,1
-386.317,-732.596,254.057,3
-309.741,631.707,676.279,0
-316.838,56.9954,-915.559,2
-307.699,-846.201,150.994,1
621.359,577.832,721.171,4
-336.618,-772.831,258.25,3
625.622,640.618,732.719,4
-283.382,-783.301,139.641,1
-243.274,-713.3,297.083,3
-272.513,-746.518,319.665,3
-338.142,-840.921,157.212,1
-303.667,574.426,682.91,0
616.086,708.744,729.977,4
-340.418,561.296,594.722,0
650.341,644.146,742.268,4
-278.888,-823.81,228.52,1
614.5,634.763,674.45,4
641.469,665.843,776.258,4
-366.589,554.998,580.303,0
-208.427,45.4559,-854.161,2
-201.244,21.5883,-857.955,2
-292.514,11.844,-910.152,2
-284.816,-702.121,295.626,3
700.104,648.858,759.711,4
-264.178,-845.927,198.416,1
-295.062,18.0488,-827.014,2
-274.577,12.0614,-843.47,2
-256.02,-775.839,307.386,3
-372.092,585.233,601.221,0
587.218,625.965,731.03,4
-289.763,85.7214,-883.226,2
-306.449,-782.38,239.695,3
630.541,640.883,687.549,4
-180.795,84.3642,-900.408,2
-373.728,524.596,608.06,0
678.269,560.141,716.669,4
-295.867,-753.284,274.665,3
-279.381,551.134,590.583,0
-215.458,41.9122,-898.84,2
-255.797,47.0365,-785.915,2
-283.594,-729,221.342,3
593.26,661.809,674.737,4
615.725,683.556,744.706,4
-450.727,559.648,621.761,0
-239.853,-829.195,218.287,1
-284.781,-722.206,317.24,3
601.272,654.543,764.923,4
695.19,653.416,699.026,4
-199.452,-695.193,284.257,3
-267.859,39.4163,-933.385,2
-179.281,-772.613,119.125,1
-318.638,-737.323,322.333,3
-305.881,-771.242,322.108,3
-200.727,-798.585,158.568,1
-229.68,-735.782,110.373,1
646.046,592.334,734.613,4
-296.576,-849.009,184.164,1
-308.863,-721.991,329.26,3
-280.726,55.81,-892.136,2
-327.502,488.481,665.049,0
641.085,496.403,760.776,4
-367.96,569.208,604.641,0
-269.544,56.0653,-851.022,2
677.48,670.928,755.459,4
-258.502,45.9564,-938.146,2
-331.702,-802.942,284.108,3
665.771,675.698,751.65,4
-344.878,534.502,640.365,0
-329.915,72.9783,-911.723,2
-355.523,-734.352,299.001,3
-329.203,604.042,681.996,0
-408.478,-721.808,233.271,3
-386.084,522.396,641.343,0
-212.345,-754.002,258.082,3
716.46,629.216,717.028,4
-293.342,89.5783,-873.999,2
-279.836,574.973,696.755,0
-305.109,32.3302,-820.938,2
-242.091,27.5609,-875.276,2
-160.103,-37.1142,-812.997,2
693.428,561.598,718.337,4
-191.061,-6.46671,-884.85,2
-329.532,532.807,653.402,0
-281.759,-762.604,150.506,1
-247.473,71.1303,-825.83,2
-275.779,46.9386,-879.285,2
-378.919,569.951,651.194,0
-254.498,-818.336,157.625,1
-257.824,31.121,-870.052,2
-318.549,-767.531,144.712,1
-280.861,-766.409,130.168,1
-356.67,595.514,663.796,0
-290.809,-767.193,247.798,3
564.027,669.837,811.54,4
-301.53,79.0108,-852.16,2
-331.715,-769.85,219.199,3
604.628,653.266,685.041,4
-311.734,-7.08037,-874.216,2
-243.933,67.1455,-875.405,2
-291.123,-784.698,220.301,1
698.834,577.851,745.396,4
-247.476,-38.5284,-872.937,2
-242.505,-732.872,250.435,3
-269.753,-743.475,297.527,3
-322.773,580.851,652.962,0
-324.356,559.618,609.028,0
655.077,618.13,689.546,4
-298.746,-799.586,240.297,1
634.575,634.83,708.518,4
-306.603,-669.742,283.194,3
-308.757,-819.548,144.289,1
-332.844,-748.012,255.938,3
-243.843,31.5733,-874.171,2
-310.803,-704.453,243.988,3
-344.48,-889.125,161.497,1
-316.544,587.864,588.032,0
642.24,721.871,733.879,4
-282.907,-815.646,204.789,1
-255.922,-773.968,159.74,1
642.531,693.671,756.92,4
-313.984,-742.677,288.672,3
-322.522,-870.792,128.35,1
-324.716,-789.267,155.483,1
-218.752,57.7127,-888.334,2
-325.234,-725.022,156.396,1
-364.163,533.606,734.935,0
-352.256,-762.212,290.858,3
-321.755,35.0222,-845.082,2
-271.894,84.8789,-888.706,2
-216.128,70.7968,-843.575,2
