6.643593141273800295e-01,1.127184142869434957e+01
-9.291853309031656849e+00,9.773387876607779745e+00
6.151619809845702669e+00,5.548308435403139782e+00
8.372595869544491975e+00,-1.002692064655795789e+01
4.286626371249937506e-01,-2.751415001464728727e-01
-1.588024184016989970e+00,-8.120677825688311646e-01
5.797108308371138108e+00,5.540920139381065646e+00
1.125311843200280570e+01,-7.913702951564203225e+00
-1.110335249653979339e+00,2.211472815058918295e-01
2.975548346103749964e+00,2.631271887814826127e-01
4.580344350123762176e+00,6.890436981629298963e+00
1.853303073349187868e-01,2.108346891360988629e+00
4.000060800950944184e+00,5.657741939905896800e+00
-9.207944883543486281e-01,-6.996135566374028780e-01
-8.697446700571132006e-02,1.082503492228733322e+01
6.005743622146884064e+00,6.720249331045356378e+00
6.668895821385540046e+00,7.115140602244851564e+00
8.264564495583000436e+00,5.214526177668702189e+00
5.926013019336112464e+00,7.621210625007924122e+00
-5.128275458147708576e+00,9.852286503122034134e+00
-1.138887827846167866e+01,9.933948673900076187e+00
1.007870209848273024e+00,1.512803518206239373e+00
7.740115752670736704e+00,5.771931253801928285e+00
-2.946588996409980954e+00,8.955817476969402335e+00
-9.734902477180478186e+00,9.803138350391295219e+00
8.322797395738829707e+00,-7.489830897619256689e+00
8.978090595298230170e+00,-1.101854717758429913e+01
2.425754545178066657e+00,7.848188552764101544e+00
5.131124612852781652e+00,5.796756844806764342e+00
5.542576097209687802e+00,5.722418269664371060e+00
9.399596109067941185e+00,-1.022786154447629414e+01
-5.191224321226474814e+00,7.953947931245317626e+00
6.825706632462722467e+00,6.459437586848964408e+00
5.775473110176595704e+00,5.716227575414112749e+00
5.903002280507886113e+00,4.440327080027214990e+00
9.074817699467661924e+00,-9.599673982335147571e+00
2.560864406247664871e-01,2.793126580869895292e+00
-9.692414647540115169e-01,2.116648607890615263e+00
-2.549862516688755854e+00,5.740236863873919404e+00
9.984023798441064912e+00,-8.670739005500960772e+00
-4.970210859583223062e+00,8.900401077645110348e+00
-6.661162936981185334e-01,1.018599528351217032e+01
-5.242980327169211030e-01,-8.893771634726030939e-01
-1.696689648553121099e+00,1.140520380975978476e+01
-7.542056496839464330e+00,1.069775307136256259e+01
6.162506059471525965e+00,3.471256394716094373e+00
8.079362593263100578e+00,5.884643135359314492e+00
3.131605376944905927e+00,1.646190560786797430e-01
-1.048423278679403303e+01,9.405510911735616375e+00
8.344377564809413172e+00,-9.993415319553383469e+00
-1.001128361563515412e+01,1.031627130071447951e+01
8.193452064293898829e+00,-1.010179295455858295e+01
6.200645755438641160e+00,-8.381870759215544808e+00
-7.529509712951369949e+00,8.347689781402962694e+00
2.208249822766993553e+00,-3.314459308437173179e-01
-3.007640783409094798e+00,9.956294615507786716e+00
-1.111244381209704102e+01,1.085019704282099084e+01
-5.119561969296388959e-01,9.217131424055642341e+00
8.884787521664236465e+00,-1.035472789056966647e+01
9.746440007735184707e+00,-1.084628520785548567e+01
9.672852588980736854e+00,-1.132640544078512335e+01
2.577820545420122844e+00,2.483106307161810022e+00
7.456474914237441354e+00,-9.264368506077229171e+00
7.370968593022659832e+00,4.645271628359640914e+00
6.593004177679547162e+00,5.602085842502506630e+00
1.512667653256157152e+00,1.033277773803281363e+01
-9.911644701457950291e+00,1.069820011168521035e+01
8.490930477807644650e+00,-8.694657223427881831e+00
-2.606896155041274366e+00,9.837317695298102294e+00
1.335459711184849407e+00,9.532975100689508707e+00
-1.041783312465451772e+01,1.123400179961534207e+01
5.267268119480274180e+00,5.727571083496244775e+00
9.724787453869819132e+00,-9.211653458708930486e+00
-1.449092283149742144e-01,9.376646970203246667e+00
-6.434040425329771162e-01,1.147645144924543636e+01
-8.259728485109128826e+00,7.082618292828870565e+00
8.532893327695049379e+00,-1.133899662440169820e+01
