7.41215,-0.403218,7.5324,5
-4.98389,5.85246,7.26693,1
-8.95944,-1.52563,2.52768,9
5.31496,8.53019,5.37081,7
-7.44857,-3.32478,-3.15528,6
-4.56534,-2.03366,5.92482,8
5.05249,8.4956,9.41893,7
-6.03241,-6.72978,-1.57197,6
0.0895092,-1.83225,8.7759,8
-4.32981,-7.79122,-3.69981,6
-0.390652,-2.99947,-0.243873,9
-5.02843,-6.85972,-3.30456,6
6.79197,-8.33994,-1.58251,0
2.96974,9.12364,-9.12104,4
-3.35546,7.59179,6.04543,1
-5.77035,-3.76413,0.381529,9
4.16739,-1.81685,14.7193,5
4.06337,-4.90633,11.5147,5
7.53995,-9.82129,-1.2908,0
-6.24283,0.192319,-0.0117164,9
-1.90816,5.82019,10.7878,1
4.77739,4.143,-1.42619,3
-1.96264,-4.98642,-5.13909,6
6.67844,10.7951,-8.59024,4
6.0672,-6.28153,-2.0942,0
4.37305,-4.27037,6.83287,5
-4.41721,8.86746,9.1007,1
-2.43052,8.00136,5.689,1
4.32112,4.09448,-6.72018,4
-6.42423,0.794367,-4.98485,9
3.31995,-4.9352,-4.51031,0
-5.73723,7.01616,7.44389,1
-5.2682,1.15128,0.431257,9
3.27949,8.23612,12.1895,7
1.98775,-4.60193,-3.17125,0
-2.10403,0.284841,4.49596,2
-3.72338,-2.53706,8.05708,8
-3.22427,9.23146,3.50794,1
-6.80942,0.156949,-4.55152,9
-5.58347,-8.66148,-1.54628,6
4.19493,-6.32647,1.35776,0
-1.81256,0.683294,0.317492,9
0.506883,10.6718,10.0771,7
5.57685,-5.32632,6.46716,5
-4.56364,6.554,7.17817,1
5.2161,-1.83984,10.3028,5
-5.1139,5.07029,10.0693,1
-7.44644,-7.80596,-4.07846,6
-4.37467,-3.76009,5.8216,8
-4.35552,-2.73259,-6.45092,6
-4.77133,7.48814,3.25703,1
1.75566,-1.98452,6.65585,5
-5.68498,3.09516,7.97503,2
-3.66538,-2.67312,-4.69426,6
-7.62369,7.25453,3.43496,1
-8.59264,8.55835,7.36399,1
2.83874,-3.82247,8.49194,5
-7.42368,-2.69653,-5.89268,6
-3.80157,3.79018,7.07869,2
3.20229,-3.54404,13.8125,5
4.67416,6.57,-3.16367,3
-4.16297,-0.795983,-1.67869,9
-6.44357,1.2526,6.59151,2
-3.91189,-2.57099,6.02952,8
-3.11951,3.90693,5.65467,2
-3.31841,0.800444,6.29051,2
-2.69881,3.5267,10.2477,2
-6.77242,-1.86082,-6.39294,6
4.00258,7.96132,-5.75896,3
-8.61146,6.31408,4.50998,1
4.62132,-5.0793,-3.44384,0
-3.11668,1.95122,5.52347,2
-2.96542,1.09145,5.15402,2
-4.25353,-4.39838,-5.46437,6
0.391594,-4.54184,4.883,8
-6.89482,-5.13152,-5.50309,6
-1.53461,9.86219,5.30205,1
-4.47413,7.48405,8.22745,1
-0.265418,-5.59215,7.04975,8
7.5193,5.2376,-4.10515,3
6.59887,-6.37882,-3.93992,0
1.459,0.474653,-0.718964,9
-3.58241,-7.04546,-8.05361,6
2.17263,-2.9181,6.41818,5
-0.0482352,-0.398609,7.01767,8
-2.88321,-2.40282,7.83262,8
-1.32342,-3.23851,4.62788,8
0.00862118,-2.08092,9.03426,8
-4.20757,-2.63909,-9.09317,6
2.38351,7.95278,4.8025,7
-2.54992,-6.12743,-3.81842,6
2.10929,-8.79434,-6.64895,0
-1.10222,9.29779,5.15652,1
-0.744306,0.568729,5.21182,2
5.25501,3.05284,-5.12455,4
-2.003,2.09778,5.34796,2
-5.53127,-1.84686,-6.47277,6
-7.55473,-3.51436,-1.45578,9
-3.71469,6.20998,9.71028,1
2.72546,0.535229,10.0983,5
-2.67952,8.09839,5.935,1
-2.6087,5.04923,12.7099,1
0.918114,4.66526,6.13263,2
2.77703,5.44741,7.73123,7
-6.67477,6.40258,7.26441,1
-8.51637,6.20809,7.26404,1
6.31711,5.59005,-6.55117,4
2.58649,-4.20611,9.30457,5
-2.45199,-6.18651,7.92556,8
-4.90138,-9.40845,-1.04549,6
-2.78839,-0.48106,10.3172,8
3.72608,-5.19738,10.5295,5
-2.03826,-5.53319,-2.51549,6
2.76038,-8.69287,-0.280695,0
4.9697,13.6644,4.77975,7
-1.28415,6.20206,9.43796,1
-5.72615,0.0324909,-2.54097,9
-3.66236,-1.07233,3.31524,9
-4.05022,2.39205,1.13695,9
3.53304,0.754176,10.2275,5
6.69261,5.32562,-7.95027,4
-4.60336,6.95918,15.4273,1
-0.808165,-5.05829,5.35848,8
-11.0586,-2.38314,-2.37798,9
-1.67406,4.60573,5.74183,2
-9.98984,4.89333,7.032,1
9.83068,-6.57914,10.3525,5
